user_ID,Name,Age,Gender,City,Education_Level,Monthly_Income,Marrige_Status,Date_of_order,Product_order_count,Order_Amount_INR,Wallet_Balance_INR,Total_Order_INR
116121,Neha Jain,32,Female,Delhi,Postgrad,92875,Single,04-10-2023,,33287,40262,32099
116122,,18,Female,Pune,Graduate,70694,Married,05-07-2024,2,13851,26401,26503
116123,Aman Yadav,28,Male,Delhi,,83652,Single,08-04-2023,,23098,29271,24297
116124,,29,Female,Delhi,12th,47303,Single,20-03-2024,5,2547,13425,14882
116125,,27,Female,Delhi,10th,35877,Single,03-04-2024,0,11898,11768,12969
116126,Vikram Singh,24,Male,Delhi,Graduate,41922,Single,31-08-2024,2,6501,20252,12767
116127,,29,Male,Delhi,Graduate,67918,Married,18-01-2025,,19287,25202,17620
116128,,25,Male,,Postgrad,71279,Single,07-11-2025,10,3740,21907,37225
116129,,29,Male,Delhi,Postgrad,89741,Single,18-08-2023,4,8730,34103,32587
116130,,21,Male,Jaipur,Graduate,67774,Single,15-11-2024,2,8788,21157,15980
116131,,32,Male,Delhi,12th,,Single,19-05-2025,2,8101,19964,15957
116132,,,,Bengaluru,,92097,Single,19-03-2025,6,,32188,33472
116133,,,Male,Mumbai,10th,30019,Single,25-03-2024,2,,13223,7167
116134,,33,Male,,,37291,Married,31-01-2024,,7588,12629,8790
116135,,,Female,,12th,40956,Single,18-12-2025,6,3630,,21187
116136,Sneha Sharma,38,Female,Kolkata,10th,46927,Married,13-05-2025,3,8338,26457,21443
116137,,25,Female,,Graduate,48665,Single,17-02-2024,0,16084,17546,14106
116138,,20,Female,Delhi,Graduate,72001,Married,27-08-2025,4,6295,26399,29713
116139,,,Male,Delhi,Graduate,51153,Single,17-06-2024,2,3936,15338,7454
116140,Sahil Patel,,Male,Mumbai,Graduate,70188,Single,28-04-2025,,28591,29288,32488
116141,,30,Male,,Graduate,,Single,21-05-2023,3,6104,15809,15137
116142,Riya Gupta,27,Female,,Graduate,62507,Single,29-03-2025,4,4608,26303,20051
116143,,40,Female,Delhi,Graduate,,Divorced,24-05-2025,,17640,23271,18282
116144,,30,Female,Jaipur,Graduate,62907,Married,20-02-2023,2,11448,18845,20267
116145,,30,Male,Delhi,Graduate,58855,Married,05-04-2023,1,18832,20230,16952
116146,Karan Yadav,30,Male,Mumbai,Graduate,49467,Single,25-09-2025,3,4028,11030,15389
116147,,36,Female,Delhi,,88775,,,0,20768,38112,21191
116148,Nikhil Sharma,,Male,Delhi,Postgrad,59059,Single,04-03-2023,3,6104,19838,20703
116149,,32,Female,Delhi,Graduate,68220,Single,08-03-2023,1,22563,,27255
116150,Sahil Agarwal,24,Male,Delhi,Postgrad,84142,Married,21-01-2023,4,8466,,35005
116151,,31,Female,Delhi,12th,16466,Single,16-03-2023,0,6371,5397,5717
116152,,27,Female,Mumbai,10th,39985,Married,15-01-2024,4,3959,13626,15350
116153,,,Female,Chennai,12th,41828,Single,15-03-2024,1,1979,16191,1885
116154,,,,Mumbai,,,Single,13-07-2023,2,11503,21238,25079
116155,,34,Male,Chennai,,45890,Married,30-01-2025,5,2597,17170,12852
116156,Deepak Agarwal,32,Male,Kolkata,Postgrad,84666,Single,24-08-2024,4,7858,31879,33362
116157,Aarti Kansal,30,Female,,Graduate,,Single,02-04-2025,2,6137,16153,14989
116158,Nikhil Mehta,32,Male,Chennai,12th,27269,,05-09-2023,3,2996,13881,9783
116159,,,Male,,,43442,Single,14-07-2024,1,13136,23856,13412
116160,,32,Male,Delhi,12th,39201,Married,21-07-2025,0,12323,12551,11641
116161,,35,Female,Delhi,12th,33577,Single,03-11-2024,2,10387,,19454
116162,,39,Male,Delhi,Graduate,,Single,11-05-2024,2,6067,22082,11366
116163,Anjali Patel,,Female,Pune,12th,38368,Single,21-07-2023,7,1622,16933,9598
116164,,37,Female,Ahmedabad,10th,37983,Married,01-08-2023,2,,,13994
116165,,24,Male,,,73703,Married,,4,7891,26605,31120
116166,,34,Male,,Graduate,78243,Married,20-07-2023,5,,23648,28876
116167,,30,Male,Pune,Postgrad,,Married,21-10-2024,7,5586,17012,31715
116168,,25,Female,Delhi,Postgrad,,Married,08-01-2025,3,13451,21174,35385
116169,,26,Male,Mumbai,,31111,Married,04-05-2023,1,9218,15882,8656
116170,,35,Male,Mumbai,Graduate,72570,Married,07-11-2023,6,4404,17892,26982
116171,,34,Male,Delhi,12th,11189,Single,22-03-2024,1,6249,10327,6117
116172,,,Male,Delhi,,,Single,21-02-2024,,11601,20286,13062
116173,,28,Male,Delhi,12th,45937,Married,24-03-2025,3,3506,16508,12729
116174,,22,Male,Delhi,Graduate,43383,Married,02-07-2025,2,2079,16059,3890
116175,,27,Male,Bengaluru,Graduate,55143,Single,25-10-2024,5,4345,20917,18592
116176,Rahul Sharma,25,Male,Delhi,Graduate,,,27-10-2025,2,4730,18074,10133
116177,Karan Sharma,29,Male,Delhi,12th,38418,Married,06-02-2023,5,2459,16530,13267
116178,,,Female,Ahmedabad,,73846,Single,16-06-2025,1,20610,29184,22551
116179,,25,Male,Delhi,Graduate,56517,Single,08-09-2024,5,2270,24089,17301
116180,,23,Male,Mumbai,,82907,Married,10-10-2025,8,3976,28850,27554
116181,,29,Male,,Postgrad,85252,Single,15-04-2024,4,7081,28456,26413
116182,,29,Male,Bengaluru,Graduate,52627,Single,14-10-2023,0,19522,28333,15828
116183,,,Male,Delhi,Postgrad,70905,,26-08-2024,3,11204,31806,32004
116184,,32,Female,Lucknow,Graduate,54141,Married,07-07-2025,,14936,25827,13170
116185,,24,Male,Delhi,,82318,Single,28-01-2023,5,6506,29662,32202
116186,,36,Female,Delhi,12th,35787,Single,13-10-2025,3,4590,,14910
116187,,33,Female,Delhi,Postgrad,66381,Single,09-06-2024,1,23025,,20330
116188,,36,Female,Delhi,Graduate,54327,,14-02-2023,,24840,19743,21847
116189,,28,,Delhi,Graduate,46397,Single,01-01-2023,4,4714,16677,17687
116190,,37,Male,Bengaluru,10th,,Married,14-04-2024,2,8640,18537,16144
116191,Pranav Gupta,32,Male,Lucknow,Graduate,56328,Married,10-02-2025,2,10684,18954,19421
116192,,34,Male,Delhi,Graduate,61201,Single,29-03-2024,2,7192,16080,16225
116193,,35,Female,Delhi,Graduate,64680,Single,08-11-2023,,,24376,18509
116194,,33,Male,Lucknow,Postgrad,75434,Married,18-02-2024,1,20290,27162,19846
116195,,23,Male,Delhi,Graduate,33396,Single,06-12-2023,4,1425,12806,5698
116196,,27,Female,Pune,Postgrad,66734,Single,17-03-2024,4,9219,19242,28401
116197,Vikram Agarwal,,Male,Mumbai,12th,39174,Single,05-01-2024,1,16844,18431,15110
116198,,25,Female,Hyderabad,12th,33697,Single,16-05-2023,4,4067,12939,15104
116199,,,Female,Jaipur,12th,36458,Single,07-02-2023,2,3966,19487,8460
116200,,25,Male,Bengaluru,Postgrad,87557,Married,27-07-2023,6,,38530,32696
116201,,32,Female,Chennai,12th,26508,Single,26-08-2025,4,2471,4532,10211
116202,,35,Male,Kolkata,10th,39709,Single,14-11-2025,1,7530,19757,6941
116203,Meera Verma,41,Female,Delhi,Graduate,46903,Single,15-11-2024,2,9173,19242,19785
,,28,Female,Delhi,Postgrad,95414,Married,,0,23445,31499,29751
116205,,,Female,Delhi,12th,53047,Single,13-09-2025,3,6022,23631,15039
116206,,28,Female,Chennai,Graduate,56980,Married,29-07-2024,1,23386,22870,21648
116207,,,,Delhi,,61411,Single,04-04-2025,1,21033,28341,21523
116208,,,Male,Hyderabad,,,Single,11-01-2024,,17192,18062,17061
116209,,27,Female,,12th,49440,Married,17-06-2024,3,8919,17477,25884
116210,,40,Male,Delhi,Graduate,57743,Single,03-02-2024,6,1861,19371,12362
116211,,34,,Delhi,12th,42466,Single,22-12-2025,3,3779,17536,12363
116212,,22,Male,Delhi,Graduate,44960,Single,17-05-2025,9,1917,18842,21565
116213,,27,Female,Delhi,Postgrad,,Single,07-05-2024,2,13326,21873,28609
116214,Isha Kansal,,Female,Delhi,Graduate,55433,,,1,17836,19506,17641
116215,,31,Male,Delhi,Postgrad,70428,Single,03-12-2023,,21162,29012,21030
116216,,20,Female,Pune,12th,40419,Married,11-03-2024,2,8641,17759,17223
116217,,28,Male,Bengaluru,Postgrad,78785,Single,30-08-2024,3,11007,28284,31525
116218,,38,Male,Bengaluru,Graduate,57963,Single,20-11-2024,,27972,20089,25829
116219,Aman Agarwal,34,Male,Lucknow,12th,38442,Married,27-10-2023,3,5444,11419,17815
116220,,,Male,Mumbai,Postgrad,70793,Single,08-06-2024,3,6825,19628,26470
116221,,18,Female,,12th,34353,Single,11-11-2024,0,2383,9843,2499
116222,,19,Male,Chennai,,30666,Single,03-11-2023,7,2049,13140,12612
116223,,28,Male,Kolkata,,93035,Single,18-10-2024,2,13402,37553,27061
116224,,24,Male,,Graduate,58948,Married,,1,17842,28957,16592
116225,,26,Female,,,60235,Single,19-09-2025,2,9593,23001,23808
116226,,26,,,,47922,Single,07-08-2024,,28475,22421,27167
116227,,30,Female,Delhi,12th,58624,Divorced,13-02-2024,,14196,24685,16340
116228,Kritika Agarwal,,Female,Delhi,Graduate,53550,Single,04-02-2024,2,9996,16259,18230
116229,,,Female,Ahmedabad,,52422,Single,25-08-2025,,20670,,20127
116230,,18,Female,Delhi,Graduate,,Married,20-08-2023,1,28194,24109,29324
116231,,,Male,Jaipur,Graduate,72303,Single,17-04-2025,2,11510,30882,25535
116232,,28,Male,Delhi,12th,39590,Single,19-12-2024,4,,19534,15080
116233,,31,Male,Delhi,10th,32489,Single,29-01-2025,1,10201,14669,10114
116234,,,Female,Hyderabad,,58191,Married,22-10-2023,,21533,,21322
116235,,,,,Graduate,60015,Single,08-02-2025,,14906,26967,14512
116236,Priya Singh,,Female,,Graduate,,Single,31-05-2025,1,14432,25024,14238
116237,,,Female,Chennai,12th,,Single,30-12-2025,7,2700,23009,16328
116238,,,Female,Delhi,12th,31902,Married,15-08-2023,2,,13136,100
116239,,32,Male,,Graduate,56785,Single,17-01-2024,3,7350,22374,20802
116240,,34,Female,Delhi,12th,24515,Single,22-02-2025,1,4116,6509,3292
116241,,21,Female,Delhi,Postgrad,89185,Single,05-08-2025,3,12384,,38923
116242,,24,Female,Mumbai,12th,18477,Single,20-04-2024,2,1542,4325,3154
116243,,18,Male,Delhi,Graduate,64270,,21-03-2023,6,4205,24061,28504
116244,,36,Male,Delhi,Postgrad,,Single,07-03-2023,2,13088,18080,21855
116245,Deepak Jain,25,Male,Ahmedabad,Postgrad,59432,Single,27-03-2024,1,18181,29822,15802
116246,,39,Male,Delhi,Graduate,53853,Single,24-04-2025,1,13553,23553,14097
116247,,27,Female,Delhi,Graduate,57631,Married,29-09-2025,2,12262,31402,25523
116248,,40,Male,Delhi,Graduate,40292,,28-09-2023,4,3190,15001,14662
116249,,28,Female,Delhi,Postgrad,84592,Single,24-01-2025,2,17493,33187,33945
116250,,22,Female,Delhi,Graduate,53003,Single,29-04-2025,3,3328,,10072
116251,,,Female,Kolkata,12th,33211,Single,20-10-2024,2,2878,10340,6194
116252,,26,Female,Lucknow,Graduate,67042,Single,15-01-2023,5,4066,,21266
116253,Sneha Jain,27,Female,,Postgrad,,Married,21-01-2024,3,19759,25449,49116
116254,,35,Female,Delhi,Graduate,,Single,23-08-2024,1,21238,19422,19309
116255,,33,Male,Delhi,Graduate,386651,Married,31-08-2024,3,6571,141653,20010
116256,,30,Male,Hyderabad,10th,21992,,20-04-2024,5,4129,8661,17355
116257,Vikram Gupta,27,Male,,Graduate,57763,Single,04-12-2023,2,10103,18120,21715
116258,,27,Female,,12th,31005,Single,26-04-2023,3,2043,8372,5654
116259,Pranav Mehta,32,Male,Chennai,12th,32985,Single,07-12-2023,2,4625,9562,9600
116260,,38,Male,,Graduate,55157,Single,01-12-2023,0,15379,25626,18488
116261,,35,Female,,Graduate,55887,Single,03-03-2025,2,6676,24327,12822
116262,,,Male,Delhi,12th,47805,Married,27-09-2024,2,8982,22197,17062
116263,,34,Male,Delhi,Graduate,47615,Single,17-12-2025,4,2935,12107,11257
116264,,26,Male,Delhi,Graduate,64139,Married,23-02-2024,3,8728,30529,25630
116265,Pranav Verma,28,,Delhi,,42102,Single,31-05-2024,0,8563,18312,8745
116266,,34,Male,Chennai,Postgrad,81055,Married,08-05-2024,0,20058,36596,25381
116267,,30,Male,,,86689,Married,31-03-2023,7,,34840,22234
116268,,34,,,Graduate,56778,Single,11-12-2024,,,28821,16813
116269,Kritika Agarwal,28,Female,Delhi,12th,39028,Single,28-04-2024,7,,14821,16569
116270,,20,Male,Delhi,Graduate,55565,Single,13-05-2023,3,7234,23855,20711
116271,,26,Male,Kolkata,Graduate,58737,Single,30-08-2025,6,2327,25795,15622
116272,,19,Female,,Postgrad,90168,Single,19-03-2024,2,12677,39327,25409
116273,,31,Female,Delhi,12th,55169,Married,24-02-2023,2,9250,23033,20340
116274,,27,Male,Delhi,Graduate,52721,Single,11-02-2025,2,9668,17811,18050
116275,,,Female,Jaipur,Graduate,53836,,21-07-2024,4,,19737,10380
116276,,27,Female,Ahmedabad,Graduate,62669,Married,20-03-2024,0,27778,26684,27778
116277,Vikram Agarwal,34,Male,Mumbai,Postgrad,73290,Married,03-10-2024,1,,,22779
116278,,32,Female,Ahmedabad,10th,39063,Single,25-07-2023,1,11886,22976,14487
116279,,18,Female,Delhi,Graduate,55541,Single,17-09-2023,7,4167,20319,31534
116280,,,Female,Delhi,,71497,Married,,2,12527,20857,23588
116281,Vikram Jain,35,Male,Chennai,Graduate,,Single,09-06-2024,0,13909,23466,14214
116282,,31,Female,Mumbai,10th,28216,Single,04-01-2023,,9807,15148,11945
,,28,Male,Delhi,Postgrad,67357,Single,06-12-2023,3,13621,32164,35112
116284,Kritika Yadav,,Female,Delhi,Graduate,62631,Single,13-07-2024,,,29703,19725
116285,,30,Male,Lucknow,Graduate,69379,Married,01-09-2025,4,5169,19800,27305
116286,,29,Female,Delhi,10th,41230,Single,10-06-2025,0,14550,5465,13112
116287,,33,Male,Delhi,Postgrad,77035,Single,06-03-2025,3,10507,29935,31362
116288,,23,Female,Delhi,Graduate,,Single,10-01-2024,3,7441,21200,18096
116289,,27,Male,Delhi,Graduate,,Single,06-09-2025,3,7789,19831,21923
116290,,29,Female,Ahmedabad,Postgrad,87915,Single,11-06-2025,5,,25640,27395
116291,Sneha Sharma,30,Female,,Graduate,56977,Single,27-10-2024,4,3628,21783,15384
116292,,28,Male,Mumbai,Graduate,53526,Single,01-06-2024,4,,24371,20273
116293,,28,Male,Bengaluru,10th,38796,Single,24-04-2024,1,11066,,11410
116294,,32,Female,Ahmedabad,10th,,Married,14-12-2025,3,4513,22630,13456
116295,,35,Female,,12th,43563,Single,27-07-2023,,11495,17792,13098
116296,,30,Female,Chennai,Graduate,,Single,12-06-2023,3,6170,19159,18826
116297,,,,Delhi,Graduate,50544,Single,19-12-2023,3,7398,11776,21346
116298,Riya Sharma,27,Female,Delhi,Postgrad,84300,Married,12-07-2024,3,,,29653
116299,,20,Female,,Graduate,48446,Single,17-11-2025,5,2650,16159,14482
116300,,32,Male,Delhi,Postgrad,89932,Married,30-04-2025,2,15990,43263,32175
116301,,28,Male,Delhi,Graduate,,Single,14-10-2025,2,5641,20077,10884
,Riya Gupta,35,Female,Mumbai,Postgrad,61247,Single,10-03-2025,6,5138,23210,33578
116303,,,Male,Delhi,,50569,Single,22-02-2025,2,7516,19054,15000
116304,,32,Male,Delhi,10th,20450,Single,02-07-2025,2,1166,7346,2856
116305,,22,Female,Delhi,,22713,Married,27-07-2025,1,9954,10784,12286
116306,,24,Male,,Graduate,52056,Single,07-03-2024,2,7661,14884,13332
116307,,28,Female,Jaipur,Postgrad,,Single,30-10-2025,,16980,,22538
116308,,,Female,Ahmedabad,Graduate,,Married,06-07-2023,2,6666,18715,16056
116309,,27,Female,,Postgrad,67944,Married,12-08-2025,1,13569,21509,12230
116310,,23,Male,,Graduate,40727,Single,04-08-2023,1,15325,17874,16313
116311,Arjun Gupta,32,Male,Delhi,Graduate,37395,Single,11-07-2023,1,,16006,16999
116312,Priya Gupta,,Female,Delhi,Postgrad,98444,Married,30-01-2025,1,44054,37881,37287
116313,,34,Male,Hyderabad,Postgrad,84132,Married,31-03-2023,3,8991,26611,28434
116314,Vikram Mehta,21,Male,Delhi,Postgrad,65584,Single,18-09-2024,2,,22749,23321
,,37,Male,,Graduate,54736,Single,09-07-2025,1,16138,22202,19203
116316,,28,Female,,12th,43746,,16-05-2023,2,7087,15442,16985
116317,Anjali Verma,24,Female,Hyderabad,12th,43772,Single,06-09-2024,5,1286,16456,5767
116318,Rahul Sharma,28,Male,Jaipur,10th,35205,Single,02-11-2025,2,5251,899,10495
116319,,24,,Mumbai,Graduate,,Married,16-07-2025,3,9704,17890,30799
116320,,27,Female,Mumbai,12th,37148,Single,13-01-2023,5,752,13275,4337
116321,Karan Sharma,35,Male,,Graduate,64188,Married,15-01-2023,4,6934,16688,29238
116322,,27,Male,Ahmedabad,,37407,Married,05-02-2025,3,1821,,6993
116323,,30,Male,Delhi,Graduate,41190,Married,15-11-2023,5,5088,14265,20932
116324,,27,Female,Kolkata,Graduate,55376,Single,05-11-2025,0,18184,23944,17382
116325,,28,Male,Kolkata,,61154,Single,04-04-2023,1,12941,26074,14853
116326,,,Male,Delhi,Postgrad,95503,Married,25-03-2025,1,43790,37029,41651
116327,,,Female,Delhi,Graduate,,,16-10-2025,,24251,,21914
116328,,39,Female,Delhi,,,Single,04-10-2023,3,4791,19483,16181
116329,,31,Male,Hyderabad,Graduate,47112,Single,02-03-2024,2,8069,24197,17453
116330,,,Female,Delhi,Graduate,54733,Single,12-01-2024,7,4395,19542,27105
116331,,32,Male,Delhi,12th,35471,Single,04-08-2024,3,2398,7844,6228
116332,,,Male,Lucknow,Graduate,,Single,08-01-2025,0,,21174,12574
116333,Aman Mehta,31,Male,Delhi,12th,42128,Married,,2,7043,,12715
116334,,29,Male,Delhi,10th,27840,Married,05-07-2023,,12337,7310,12133
116335,,28,Female,Delhi,Graduate,50055,Single,19-03-2025,2,7832,18087,17498
116336,,,Female,Bengaluru,10th,,Single,11-10-2024,5,2084,15766,10538
116337,Sneha Verma,36,Female,,Postgrad,,Single,25-09-2024,1,16266,23509,
116338,,23,Male,,12th,22427,Single,14-06-2023,1,4459,11257,4513
116339,,28,Female,Delhi,Graduate,61019,Single,01-02-2024,2,9782,24429,19743
116340,,32,Male,Delhi,12th,35788,Single,23-10-2025,1,14399,14058,15148
116341,,,Female,Delhi,Graduate,61037,Single,11-12-2024,2,10832,23401,18087
116342,,30,Male,Delhi,12th,47604,Single,06-12-2024,2,9185,18956,14672
116343,,35,Female,Delhi,Graduate,51136,Single,31-10-2023,3,4823,18566,15386
116344,,32,Male,Delhi,Postgrad,,Single,05-04-2023,3,10764,25304,25224
116345,,18,Male,,Graduate,44801,Single,17-06-2024,3,6056,12145,15178
116346,,25,Male,Jaipur,Graduate,64296,Married,26-08-2025,,17807,,18228
116347,,24,Male,Delhi,10th,,,22-10-2024,2,4856,17272,8564
116348,Deepak Mehta,33,Male,Pune,,450351,Single,20-07-2025,6,5618,163976,30087
116349,,26,,,Graduate,70237,Single,07-11-2025,3,7133,29348,23168
116350,Sahil Mehta,29,Male,,10th,,Single,12-02-2025,1,6799,23838,6891
116351,,26,Female,Delhi,Graduate,61322,Married,03-04-2023,,22110,17156,20961
116352,,28,Male,Delhi,12th,35085,Married,31-03-2025,1,7704,14874,8009
116353,,39,Male,Bengaluru,,53172,Single,28-09-2024,3,7138,,20281
116354,,42,Male,,Postgrad,,Single,03-04-2023,1,26703,23290,28983
116355,Riya Mehta,30,Female,Bengaluru,Postgrad,90707,Single,20-08-2024,2,14970,28636,33038
116356,,23,Male,Delhi,10th,24541,Single,03-07-2024,0,,12096,8351
116357,Priya Mehta,30,Female,Delhi,10th,34024,Single,08-04-2023,4,2678,14708,9874
116358,,,Female,Delhi,Postgrad,,Single,20-12-2025,1,,23510,16993
116359,,30,Male,,Postgrad,71601,Single,26-04-2023,2,15885,34901,32782
116360,,20,Male,Delhi,Graduate,58958,Single,14-04-2025,4,2563,21136,12897
116361,Karan Mehta,,Male,Delhi,Graduate,63249,Single,20-02-2025,1,16795,28172,17775
116362,,22,Male,Mumbai,Postgrad,102156,Single,01-08-2023,5,7658,37593,34059
116363,Pranav Sharma,24,Male,,12th,30463,Divorced,25-06-2024,5,4346,11798,17117
116364,Aman Agarwal,28,Male,Mumbai,Graduate,42254,Single,,,12058,17937,14743
116365,Rahul Gupta,24,Male,Pune,Postgrad,79871,Single,05-01-2024,5,,31393,35860
116366,,32,Male,Delhi,10th,38934,Single,13-05-2024,2,6658,16322,12066
116367,,,Female,Delhi,Graduate,54315,Single,06-01-2025,2,5381,10380,10933
116368,,22,,,Graduate,50072,Single,29-03-2025,4,3087,19275,14837
116369,Vikram Patel,34,Male,Delhi,Graduate,45297,Single,13-09-2024,5,3346,19933,13606
116370,,,Male,Delhi,Graduate,52483,Single,22-02-2025,2,5759,20204,13430
116371,,29,Male,Bengaluru,12th,55446,Married,02-04-2025,7,3200,24384,20865
116372,,31,Male,Delhi,Graduate,53984,Single,23-05-2025,7,3091,17946,21848
116373,,32,Male,Chennai,10th,42438,Single,09-03-2024,1,8442,,7154
116374,,35,Male,Jaipur,10th,25345,Married,17-03-2024,3,3902,17910,11525
116375,,20,Female,,10th,41150,Single,21-11-2023,5,2244,10325,9182
116376,,,,Pune,12th,37981,Single,03-10-2024,0,8053,8252,8023
116377,,,Female,Bengaluru,,39790,Single,29-11-2025,,10492,15650,9572
116378,,,Female,Lucknow,Graduate,54945,Single,27-07-2024,6,4033,,26323
116379,,34,Male,,12th,22742,Married,17-11-2023,0,10197,16377,11948
116380,Nikhil Singh,,Male,Delhi,,,Married,28-06-2024,5,6283,17835,35643
116381,,34,,Delhi,12th,,Single,07-06-2024,,13147,24323,11922
116382,,22,Male,Delhi,Graduate,53155,Single,22-04-2023,2,6586,22442,11617
116383,,,Female,Delhi,,34181,Single,05-01-2023,1,1670,16536,1624
116384,Riya Jain,40,Female,Delhi,12th,,Single,18-07-2024,6,2290,18928,14932
116385,Aman Kansal,38,Male,Mumbai,Graduate,69763,,11-11-2024,5,5081,,25056
116386,Riya Patel,,Female,Bengaluru,Postgrad,77793,,24-03-2025,2,10003,,26726
116387,,28,Male,Mumbai,Graduate,66350,Married,13-11-2023,,26184,27053,29978
116388,Vikram Verma,,Male,Bengaluru,Graduate,67219,Married,05-10-2025,2,12761,,26058
116389,Meera Agarwal,28,Female,Kolkata,,19344,Single,27-04-2025,2,5755,7414,10120
116390,,37,Female,,Graduate,58811,Married,15-06-2024,,25470,22779,22557
116391,,32,,Delhi,Postgrad,,Single,06-08-2025,4,8710,17101,35308
116392,,18,Male,Mumbai,Postgrad,66266,Single,07-07-2025,2,10599,24993,19279
116393,,34,Female,Kolkata,Graduate,67520,Married,28-06-2024,1,21680,24599,23703
116394,,21,Male,Delhi,Graduate,44457,Single,15-05-2023,3,3437,18218,11164
116395,Riya Verma,39,Female,Delhi,Graduate,70400,Married,11-07-2024,2,12609,,25733
116396,,34,Male,Jaipur,Graduate,62893,,08-04-2023,2,6277,,14307
116397,,28,Female,Delhi,Postgrad,,Married,24-03-2023,,28123,19553,27641
116398,Aman Gupta,39,Male,,,50178,Single,01-02-2025,0,13630,23367,11791
116399,,30,Male,Ahmedabad,Graduate,51352,,16-10-2023,7,4429,17100,25977
116400,,24,Female,Kolkata,12th,22872,Single,,1,,8460,10412
116401,,31,Male,Delhi,10th,22658,Married,09-03-2023,,12461,9585,10000
116402,,,Female,Delhi,10th,38547,Single,24-01-2024,3,3510,19332,11803
116403,,32,Male,,,48101,Single,25-03-2024,0,18898,24106,18637
116404,Arjun Jain,19,Male,Delhi,12th,32568,Single,23-08-2023,4,,7586,1467
116405,,31,Male,,Graduate,,Married,10-10-2023,4,5379,,22593
116406,,32,Female,Delhi,10th,,Single,17-08-2025,2,50,21020,100
116407,,30,Male,,Graduate,,Single,03-08-2025,2,11419,22332,20113
116408,,18,Male,Delhi,Graduate,63327,Single,09-05-2023,,22782,,23510
116409,Deepak Gupta,25,Male,Delhi,Graduate,55064,,25-03-2025,5,4732,21393,24580
116410,Rahul Singh,32,Male,Delhi,Graduate,55741,,04-11-2025,5,3348,23082,16846
116411,,38,Female,Delhi,12th,37367,Single,18-09-2025,5,2898,7988,12455
116412,,24,Male,Kolkata,12th,53269,Married,26-08-2024,2,7519,14815,15714
116413,,,,Delhi,,58630,Single,27-12-2023,3,6783,22003,18361
116414,,24,Female,Delhi,12th,36968,Married,24-07-2023,1,13641,14615,12841
116415,,32,Female,Pune,Graduate,,Single,11-08-2025,4,6335,20419,24277
116416,,,Female,Kolkata,Graduate,68169,Married,29-12-2025,3,6005,,19687
116417,,,Male,Jaipur,12th,19443,Single,30-04-2023,1,5549,5976,6013
116418,,,,Bengaluru,12th,40702,Single,13-01-2024,3,5799,13725,20041
116419,,26,Male,Delhi,Postgrad,90549,Married,03-05-2025,4,4420,32686,
116420,,32,Male,Bengaluru,Graduate,65302,Single,25-04-2023,4,7553,22236,30223
116421,,37,Male,,Postgrad,60805,Single,03-01-2025,7,3545,21480,26641
116422,,30,Female,,Graduate,71439,Single,05-09-2024,1,29480,28524,27182
116423,,31,Male,,12th,,Single,04-01-2025,6,3354,20589,18480
116424,Arjun Singh,24,Male,Mumbai,Graduate,66660,Single,13-04-2023,5,2864,22399,18178
116425,,,Male,Delhi,12th,,Single,04-11-2023,3,5251,16857,14570
116426,,32,Male,Delhi,Graduate,50459,Single,08-12-2024,3,5636,13010,18077
116427,,27,Male,Mumbai,12th,,Single,04-11-2024,1,,29971,13474
116428,,,Female,Delhi,Graduate,,,27-01-2023,5,6541,,28306
116429,,,Male,Jaipur,12th,,Married,19-10-2025,6,3040,16718,20017
116430,Karan Gupta,32,Male,Delhi,Graduate,68817,Married,14-09-2023,6,4674,27106,24161
116431,,,Female,Delhi,Graduate,59391,Single,08-02-2025,0,15008,21742,13473
116432,,33,Male,,12th,57352,Single,17-03-2024,5,4429,,24974
116433,,34,Female,Lucknow,Postgrad,77025,,,4,7369,27765,29324
116434,Sneha Jain,37,Female,Pune,Graduate,48531,Single,,6,3216,23792,21875
116435,,28,Male,Delhi,Postgrad,86334,Single,09-02-2024,5,5081,28913,36627
116436,,28,Female,Delhi,,,Single,29-04-2023,4,4390,19991,19271
116437,,24,Female,Ahmedabad,Graduate,63598,Married,23-01-2024,1,32789,25253,30967
116438,,,Female,Kolkata,Postgrad,,Married,06-09-2025,2,14307,,24054
116439,,34,Male,,10th,,Married,10-06-2023,3,5931,23391,19752
116440,,30,Male,Chennai,Graduate,63170,Married,,4,5956,22096,22234
116441,,38,Male,Delhi,Graduate,,,01-11-2023,4,4671,22154,26203
116442,Rahul Jain,,Male,Delhi,Graduate,,Single,21-07-2023,4,5282,18662,20572
116443,,25,Female,Delhi,Graduate,36020,Single,30-01-2023,4,2742,9464,11249
116444,,,Female,Lucknow,,69687,Single,11-08-2023,2,6409,19204,20566
116445,,28,Male,Hyderabad,,,Single,24-08-2024,1,20970,20308,21404
116446,Neha Kansal,32,Female,Ahmedabad,Graduate,44262,,08-06-2023,3,4754,12830,16524
116447,Neha Mehta,43,Female,Kolkata,10th,24091,Single,27-10-2025,,4807,8000,4543
116448,,37,Male,Delhi,Postgrad,71919,Single,17-07-2023,4,7450,,26578
116449,,35,Male,Mumbai,Postgrad,95270,Single,21-03-2024,2,10971,35720,26224
116450,,22,Female,Delhi,,62785,Married,03-01-2023,4,2564,24705,11088
116451,Karan Singh,37,Male,,,34960,Single,06-04-2024,3,3452,13339,12433
116452,,,Male,Delhi,,,Single,26-11-2024,4,9521,25657,33640
